Mod:Item:MetaData, Localized Name
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:33, Sticky Piston Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
hammercore:iron_bordered_cobblestone, Iron-Bordered Cobblestone
hammercore:gold_bordered_cobblestone, Gold-Bordered Cobblestone
hammercore:diamond_bordered_cobblestone, Diamond-Bordered Cobblestone
hammercore:emerald_bordered_cobblestone, Emerald-Bordered Cobblestone
hammercore:quartz_bordered_cobblestone, Quartz-Bordered Cobblestone
hammercore:manual, Hammer Core Manual
hbm:redstone_sword, Redstone Sword
hbm:big_sword, Great Sword
hbm:dosimeter, Dosimeter
hbm:geiger_counter, Handheld Geiger Counter
hbm:digamma_diagnostic, Digamma Diagnostic
hbm:lung_diagnostic, Lung Diagnostic
hbm:screwdriver, Screwdriver
hbm:screwdriver_desh, Desh Screwdriver
hbm:hand_drill, Hand Drill
hbm:hand_drill_desh, Desh Hand Drill
hbm:reacher, Tungsten Reacher
hbm:bismuth_tool, Magnetic Extractor
hbm:wiring_red_copper, Cable Drum
hbm:survey_scanner, Survey Scanner
hbm:oil_detector, Oil Reservoir Detector
hbm:mirror_tool, Mirror Adjustment Tool
hbm:rbmk_tool, RBMK Console Linking Device
hbm:coltass, Coltass
hbm:linker, Telelinker
hbm:reactor_sensor, Reactor Remote Sensor
hbm:syringe_empty, Empty Syringe
hbm:syringe_awesome, AWESOME
hbm:syringe_antidote, Antidote
hbm:syringe_poison, Poisonous Injection
hbm:syringe_metal_empty, Metal Syringe
hbm:syringe_metal_medx, Med-X
hbm:syringe_metal_psycho, Psycho
hbm:syringe_metal_stimpak, Stimpak
hbm:syringe_metal_super, Super Stimpak
hbm:syringe_taint, Watery Taint Injection
hbm:syringe_mkunicorn, MKUNICORN
hbm:med_bag, Doctor's Bag
hbm:iv_xp_empty, Empty Experience Bag
hbm:iv_xp, Experience Bag
hbm:iv_empty, IV Bag
hbm:iv_blood, Blood Bag
hbm:radaway, RadAway Bag
hbm:radaway_strong, Strong RadAway Bag
hbm:radaway_flush, Elite RadAway Bag
hbm:radx, Rad-X
hbm:siox, SiOX Cancer Medication
hbm:pill_herbal, Herbal Paste
hbm:xanax, NAXA Anti-Digamma Medication
hbm:fmn, Flunitrazepam Tablet
hbm:five_htp, Enteramine Pills
hbm:pill_iodine, Iodine Pill
hbm:plan_c, Plan C
hbm:stealth_boy, Stealth Device
hbm:jetpack_tank, Jetpack Reserve Fuel Tank
hbm:gun_kit_1, Gun Oil
hbm:gun_kit_2, Gun Repair Kit
hbm:euphemium_kit, Euphemium Kit
hbm:cbt_device, CBT Device
hbm:gas_mask_filter_rag, Makeshift Gas Mask Filter
hbm:gas_mask_filter_piss, Advanced Makeshift Gas Mask Filter
hbm:gas_mask_filter_mono, Catalytic Mask Filter
hbm:gas_mask_filter, Gas Mask Filter
hbm:gas_mask_filter_combo, Gas Mask Combo Filter
hbm:gas_mask_filter_radon, Gas Mask Omega Filter
hbm:attachment_mask, Gas Mask Attachable
hbm:attachment_mask_mono, Carbon Monoxide Mask Attachable
hbm:back_tesla, Back-Mounted Tesla Coil
hbm:pads_rubber, Rubber Pads
hbm:pads_slime, Slime Pads
hbm:pads_static, Static Pads
hbm:cladding_paint, Lead Paint
hbm:cladding_rubber, Rubber Cladding
hbm:cladding_lead, Lead Cladding
hbm:cladding_desh, Desh Cladding
hbm:cladding_paa, PaA Alloy Cladding
hbm:cladding_ghiorsium, Ghiorsium Cladding
hbm:cladding_euphemium, Euphemium Cladding
hbm:cladding_di, Dineutronium Cladding
hbm:cladding_electronium, Electronium Cladding
hbm:cladding_iron, Iron Cladding
hbm:cladding_obsidian, Obsidian Skin
hbm:insert_kevlar, Kevlar Insert
hbm:insert_sapi, SAPI Insert
hbm:insert_esapi, ESAPI Insert
hbm:insert_xsapi, XSAPI Insert
hbm:insert_steel, Heavy Steel Insert
hbm:insert_du, DU Insert
hbm:insert_ferrouranium, Ferrouranium Insert
hbm:insert_polonium, Polonium Insert
hbm:insert_ghiorsium, Ghiorsium Insert
hbm:insert_era, Explosive Reactive Armor Insert
hbm:insert_di, Dineutronium Insert
hbm:insert_yharonite, Yharonite Insert
hbm:insert_doxium, Astolfium-Doped Doxium Insert
hbm:armor_polish, ShiningArmor™ Armor Polish
hbm:bandaid, Velvet Band-Aid
hbm:serum, Serum
hbm:quartz_plutonium, Plutonic Quartz
hbm:morning_glory, Morning Glory
hbm:lodestone, Lodestone
hbm:horseshoe_magnet, Horseshoe Magnet
hbm:industrial_magnet, Industrial Magnet
hbm:bathwater, Toxic Soapy Water
hbm:bathwater_mk2, Toxic Soapy Water (Horse Scented)
hbm:bathwater_mk3, Finest Chernobyl Bath Water (Meltdown Scented)
hbm:spider_milk, Bottle of Spider Milk
hbm:ink, 林— Ink
hbm:heart_piece, Heart Piece
hbm:heart_container, Heart Container
hbm:heart_booster, Heart Booster
hbm:heart_fab, Fab Heart
hbm:black_diamond, Black Diamond
hbm:wd40, VT-40
hbm:scrumpy, Bottle of Scrumpy
hbm:wild_p, Wild Pegasus Dry Whiskey
hbm:fabsols_vodka, Fabsol's Vodka
hbm:shackles, Shackles
hbm:injector_5htp, 5-HTP Autoinjector
hbm:injector_knife, 8 Inch Blade Autoinjector
hbm:decontamination_module, Decontamination Module
hbm:medal_liquidator, Liquidator Medal
hbm:medal_ghoul, Certified Ghoul
hbm:servo_set, Servo Set
hbm:servo_set_desh, Desh Servo Set
hbm:pocket_ptsd, Pocket Radar
hbm:v1, V1
hbm:protection_charm, Charm of Protection
hbm:meteor_charm, Meteor Charm
hbm:stamp_stone_flat, Flat Stamp (Stone)
hbm:stamp_stone_plate, Plate Stamp (Stone)
hbm:stamp_stone_wire, Wire Stamp (Stone)
hbm:stamp_stone_circuit, Circuit Stamp (Stone)
hbm:stamp_iron_flat, Flat Stamp (Iron)
hbm:stamp_iron_plate, Plate Stamp (Iron)
hbm:stamp_iron_wire, Wire Stamp (Iron)
hbm:stamp_iron_circuit, Circuit Stamp (Iron)
hbm:stamp_steel_flat, Flat Stamp (Steel)
hbm:stamp_steel_plate, Plate Stamp (Steel)
hbm:stamp_steel_wire, Wire Stamp (Steel)
hbm:stamp_steel_circuit, Circuit Stamp (Steel)
hbm:stamp_titanium_flat, Flat Stamp (Titanium)
hbm:stamp_titanium_plate, Plate Stamp (Titanium)
hbm:stamp_titanium_wire, Wire Stamp (Titanium)
hbm:stamp_titanium_circuit, Circuit Stamp (Titanium)
hbm:stamp_obsidian_flat, Flat Stamp (Obsidian)
hbm:stamp_obsidian_plate, Plate Stamp (Obsidian)
hbm:stamp_obsidian_wire, Wire Stamp (Obsidian)
hbm:stamp_obsidian_circuit, Circuit Stamp (Obsidian)
hbm:stamp_schrabidium_flat, Flat Stamp (Schrabidium)
hbm:stamp_schrabidium_plate, Plate Stamp (Schrabidium)
hbm:stamp_schrabidium_wire, Wire Stamp (Schrabidium)
hbm:stamp_schrabidium_circuit, Circuit Stamp (Schrabidium)
hbm:stamp_desh_flat, Flat Stamp (Desh)
hbm:stamp_desh_plate, Plate Stamp (Desh)
hbm:stamp_desh_wire, Wire Stamp (Desh)
hbm:stamp_desh_circuit, Circuit Stamp (Desh)
hbm:stamp_desh_357, .357 Magnum Stamp (Desh)
hbm:stamp_desh_44, .44 Magnum Stamp (Desh)
hbm:stamp_desh_9, Small Caliber Stamp (Desh)
hbm:stamp_desh_50, Large Caliber Stamp (Desh)
hbm:stamp_357, .357 Magnum Stamp
hbm:stamp_44, .44 Magnum Stamp
hbm:stamp_9, Small Caliber Stamp
hbm:stamp_50, Large Caliber Stamp
hbm:blades_aluminum, Aluminum Shredder Blades
hbm:blades_gold, Golden Shredder Blades
hbm:blades_iron, Iron Shredder Blades
hbm:blades_steel, Steel Shredder Blades
hbm:blades_titanium, Titanium Shredder Blades
hbm:blades_advanced_alloy, Advanced Shredder Blades
hbm:blades_combine_steel, CMB Shredder Blades
hbm:blades_schrabidium, Schrabidium Shredder Blades
hbm:blades_desh, Desh Shredder Blades
hbm:fuse, Fuse
hbm:redcoil_capacitor, Redcoil Capacitor
hbm:euphemium_capacitor, Euphemium Capacitor
hbm:titanium_filter, Titanium Filter
hbm:arc_electrode, Graphite Electrode
hbm:arc_electrode_burnt, Molten Electrode
hbm:arc_electrode_desh, Desh Electrode
hbm:overfuse, Singularity Screwdriver
hbm:piston_selenium, Radial Engine Piston
hbm:thermo_element, Thermoelectric Element
hbm:antiknock, Tetraethyllead Antiknock Agent
hbm:part_lithium, Box of Lithium Dust
hbm:part_beryllium, Box of Beryllium Dust
hbm:part_carbon, Box of Carbon Dust
hbm:part_copper, Box of Copper Dust
hbm:part_plutonium, Box of Plutonium Dust
hbm:fusion_shield_tungsten, Tungsten Fusion Reactor Blanket
hbm:fusion_shield_desh, Desh Fusion Reactor Blanket
hbm:fusion_shield_chlorophyte, Chlorophyte-Metallized Fusion Reactor Blanket
hbm:fusion_shield_vaporwave, Vaporwave Fusion Reactor Blanket
hbm:battery_sc_uranium, Self-Charging Uranium-238 Battery
hbm:battery_sc_technetium, Self-Charging Technetium-99 Battery
hbm:battery_sc_plutonium, Self-Charging Plutonium-238 Battery
hbm:battery_sc_polonium, Self-Charging Polonium-210 Battery
hbm:battery_sc_gold, Self-Charging Gold-198 Battery
hbm:battery_sc_lead, Self-Charging Lead-209 Battery
hbm:battery_sc_americium, Self-Charging Americium-241 Battery
hbm:battery_sc_balefire, Self-Charging Balefire-XXX Battery
hbm:battery_sc_schrabidium, Self-Charging Schrabidium-326 Battery
hbm:battery_sc_yharonite, Self-Charging Yharonite-REDACTED Battery
hbm:battery_sc_electronium, Self-Charging Electronium Battery
hbm:battery_creative, Infinite Battery
hbm:battery_generic, Battery
hbm:battery_red_cell, Redstone Power Cell
hbm:battery_red_cell_6, Sixfold Redstone Power Cell
hbm:battery_red_cell_24, 24-Fold Redstone Power Cell
hbm:battery_advanced, Advanced Battery
hbm:battery_advanced_cell, Advanced Power Cell
hbm:battery_advanced_cell_4, Quadruple Advanced Power Cell
hbm:battery_advanced_cell_12, Twelvefold Advanced Power Cell
hbm:battery_lithium, Lithium-Ion Battery
hbm:battery_lithium_cell, Lithium-Ion Power Cell
hbm:battery_lithium_cell_3, Tripple Lithium-Ion Power Cell
hbm:battery_lithium_cell_6, Sixfold Lithium-Ion Power Cell
hbm:battery_schrabidium, Schrabidium Battery
hbm:battery_schrabidium_cell, Schrabidium Power Cell
hbm:battery_schrabidium_cell_2, Double Schrabidium Power Cell
hbm:battery_schrabidium_cell_4, Quadruple Schrabidium Power Cell
hbm:battery_trixite, Off-Brand Spark Battery
hbm:battery_spark, Spark Battery
hbm:battery_spark_cell_6, Spark Power Cell
hbm:battery_spark_cell_25, Spark Arcane Car Battery
hbm:battery_spark_cell_100, Spark Arcane Energy Storage Array
hbm:battery_spark_cell_1000, Spark Arcane Mass-Energy Void
hbm:battery_spark_cell_2500, Spark Arcane Dirac Sea
hbm:battery_spark_cell_10000, Spark Solid Space-Time Crystal
hbm:battery_spark_cell_power, Spark Ludicrous Physics-Defying Energy Storage Unit
hbm:battery_potato, Potato Battery
hbm:battery_potatos, PotatOS
hbm:battery_su, SU-Battery
hbm:battery_su_l, Large SU-Battery
hbm:battery_steam, Steam Powered Energy Storage Tank
hbm:battery_steam_large, Large Steam Powered Energy Storage Tank
hbm:factory_core_titanium, Basic Factory Energy Cluster
hbm:factory_core_advanced, Advanced Factory Energy Cluster
hbm:hev_battery, Suit Battery
hbm:fusion_core, Fusion Core
hbm:energy_core, Makeshift Energy Core
hbm:fusion_core_infinite, Infinite Fusion Core
hbm:laser_crystal_nano, Nanotube Laser Crystal
hbm:laser_crystal_pentacene, Pentacene Laser Crystal
hbm:laser_crystal_co2, CO2-Desh Laser Crystal
hbm:laser_crystal_bismuth, BiSmUTh Laser Crystal
hbm:laser_crystal_cmb, Xenon Laser Crystal
hbm:laser_crystal_dem, Demon Laser Crystal
hbm:laser_crystal_bale, Bale Laser Crystal
hbm:laser_crystal_digamma, Digamma Laser Crystal
hbm:upgrade_speed_1, Speed Upgrade Mk.I
hbm:upgrade_speed_2, Speed Upgrade Mk.II
hbm:upgrade_speed_3, Speed Upgrade Mk.III
hbm:upgrade_effect_1, Effectiveness Upgrade Mk.I
hbm:upgrade_effect_2, Effectiveness Upgrade Mk.II
hbm:upgrade_effect_3, Effectiveness Upgrade Mk.III
hbm:upgrade_power_1, Power Saving Upgrade Mk.I
hbm:upgrade_power_2, Power Saving Upgrade Mk.II
hbm:upgrade_power_3, Power Saving Upgrade Mk.III
hbm:upgrade_fortune_1, Fortune Upgrade Mk.I
hbm:upgrade_fortune_2, Fortune Upgrade Mk.II
hbm:upgrade_fortune_3, Fortune Upgrade Mk.III
hbm:upgrade_afterburn_1, Afterburner Upgrade Mk.I
hbm:upgrade_afterburn_2, Afterburner Upgrade Mk.II
hbm:upgrade_afterburn_3, Afterburner Upgrade Mk.III
hbm:upgrade_radius, Emitter Radius Upgrade
hbm:upgrade_health, Emitter Health Upgrade
hbm:upgrade_overdrive_1, Overdrive Machine Upgrade Mk.I
hbm:upgrade_overdrive_2, Overdrive Machine Upgrade Mk.II
hbm:upgrade_overdrive_3, Overdrive Machine Upgrade Mk.III
hbm:upgrade_smelter, Smelter Upgrade
hbm:upgrade_shredder, Shredder Upgrade
hbm:upgrade_centrifuge, Centrifuge Upgrade
hbm:upgrade_crystallizer, Crystallizer Upgrade
hbm:upgrade_nullifier, Scrap Destroyer Upgrade
hbm:upgrade_screm, Screaming Scientist Upgrade
hbm:upgrade_ejector_1, Ejection Speed Upgrade Mk.I
hbm:upgrade_ejector_2, Ejection Speed Upgrade Mk.II
hbm:upgrade_ejector_3, Ejection Speed Upgrade Mk.III
hbm:upgrade_stack_1, Stack Ejection Upgrade Mk.I
hbm:upgrade_stack_2, Stack Ejection Upgrade Mk.II
hbm:upgrade_stack_3, Stack Ejection Upgrade Mk.III
hbm:canister_fuel, Diesel Canister
hbm:canister_napalm, Napalm B
hbm:gas_empty, Empty Gas Tank
hbm:cell, item.cell.name
hbm:fluid_tank_full:0, Empty Universal Fluid Tank
hbm:fluid_tank_full:0, Universal Fluid Tank: Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Lava
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Glowstone
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Magma
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Nitrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Icy Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Crystallized Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Radioactive Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Clean Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Infected Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Methane
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Nitrogen Ice
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Hydrocarbon
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Chocolate
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Caramel
hbm:fluid_tank_full:0, Universal Fluid Tank: Crude Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Oxygen
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Hydrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Bacterial Sludge
hbm:fluid_tank_full:0, Universal Fluid Tank: Methane Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Atmospheric Gases
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Methane
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Oxygen
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Nitrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrogen Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: CO2 Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Argon Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Argon
hbm:fluid_tank_full:0, Universal Fluid Tank: Helium Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulphuric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Low-Pressure Steam
